,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex
18080,197223,2017,18.494,2,8,1,5,1,4,1
18081,197230,2017,19.3278,2,2,5,7,1,1,1
18082,197231,2017,19.1367,2,8,5,7,1,4,1
18083,197233,2017,24.8448,1,2,1,6,1,3,1
18084,197234,2017,20.6155,2,8,2,4,1,1,1
18085,197236,2017,15.9453,2,8,3,1,2,2,1
18086,197237,2017,27.4648,1,6,7,7,2,1,1
18087,197238,2017,38.0938,2,8,1,3,2,1,1
18088,197240,2017,17.517,2,8,1,6,2,2,1
18089,197241,2017,40.5742,1,2,5,1,2,2,1
18090,197242,2017,20.8936,1,1,4,5,3,1,1
18091,197243,2017,23.0352,2,6,4,7,2,3,1
18092,197244,2017,17.9269,2,7,1,3,1,1,1
18093,197245,2017,21.1607,2,1,4,1,2,3,1
18094,197246,2017,30.2194,1,7,4,5,2,3,1
18095,197247,2017,18.4258,2,7,6,6,1,1,1
18096,197248,2017,20.375,2,5,3,1,2,1,1
18097,197250,2017,28.8816,1,1,5,2,2,4,1
18098,197252,2017,19.1367,1,1,5,7,1,4,1
18099,197253,2017,17.2664,1,1,1,1,1,1,1
18100,197254,2017,39.9488,1,4,7,2,2,1,1
18101,197255,2017,20.4863,2,8,2,7,2,3,1
18102,197256,2017,24.9917,2,6,4,5,2,3,1
18103,197258,2017,24.1473,2,8,3,3,3,3,1
18104,197259,2017,18.4258,2,5,5,6,3,1,1
18105,197260,2017,18.494,2,6,2,3,2,1,1
18106,197261,2017,19.1367,2,2,4,1,7,2,1
18107,197262,2017,19.6319,1,5,2,1,3,3,1
18108,197264,2017,20.796,2,3,1,1,1,1,1
18109,197265,2017,23.2109,1,1,2,7,3,3,1
18110,197267,2017,19.0676,1,7,5,1,1,4,1
18111,197268,2017,18.8339,2,4,5,5,1,2,1
18112,197269,2017,25.2986,2,7,7,4,2,2,1
18113,197270,2017,22.082,1,6,1,2,2,1,1
18114,197271,2017,35.8538,1,4,2,7,2,1,1
18115,197272,2017,19.1367,1,1,7,1,3,1,1
18116,197273,2017,21.9753,2,6,1,6,1,1,1
18117,197274,2017,18.7813,2,8,3,7,2,1,1
18118,197276,2017,19.1367,1,5,1,5,2,3,1
18119,197277,2017,21.9945,1,4,4,6,2,1,1
18120,197278,2017,28.3516,1,4,1,1,3,3,1
18121,197279,2017,19.668,1,7,1,1,1,3,1
18122,197280,2017,23.3721,2,6,1,6,1,3,1
18123,197281,2017,18.9609,2,5,2,4,1,1,1
18124,197282,2017,23.0494,1,2,4,4,1,1,1
18125,197283,2017,22.195,1,2,3,7,2,1,1
18126,197284,2017,20.8288,2,8,5,2,1,3,1
18127,197285,2017,16.832,2,1,4,7,2,3,1
18128,197288,2017,18.6437,1,8,4,7,1,1,1
18129,197289,2017,24.3287,1,6,4,1,2,1,1
18130,197290,2017,18.4388,2,3,1,1,1,4,1
18131,197292,2017,19.4922,2,1,4,3,1,4,1
18132,197293,2017,30.1349,2,5,2,4,2,1,1
18133,197294,2017,20.4863,1,8,2,1,1,1,1
18134,197295,2017,17.0318,2,3,4,7,1,1,1
18135,197296,2017,19.3278,2,2,2,6,1,2,1
18136,197297,2017,19.1589,2,4,1,1,1,1,1
18137,197298,2017,18.3143,2,6,6,7,3,3,1
18138,197299,2017,21.5234,2,6,1,3,3,3,1
18139,197301,2017,18.2198,2,8,3,4,2,3,1
18140,197302,2017,28.3205,2,4,4,7,1,3,1
18141,197303,2017,22.3644,2,5,1,7,1,3,1
18142,197304,2017,27.4648,2,5,2,5,2,1,1
18143,197305,2017,19.6319,2,8,3,5,1,1,1
18144,197306,2017,25.7643,1,8,3,1,2,4,1
18145,197307,2017,24.0977,2,1,1,7,1,1,1
18146,197308,2017,21.1611,2,8,2,1,1,1,1
18147,197309,2017,26.1598,2,6,1,1,2,2,1
18148,197310,2017,24.0732,1,6,1,7,3,1,1
18149,197311,2017,24.0977,2,8,1,7,3,3,1
18150,197312,2017,22.4512,2,4,1,7,1,2,1
18151,197313,2017,18.519,1,1,4,4,1,1,1
18152,197314,2017,22.847,1,8,3,7,3,1,1
18153,197315,2017,17.9269,1,6,2,3,1,1,1
18154,197316,2017,25.3933,2,5,4,3,1,1,1
18155,197317,2017,20.0185,2,8,3,4,1,1,1
18156,197318,2017,22.0219,2,5,2,4,1,1,1
18157,197319,2017,26.6826,2,3,1,5,1,2,1
18158,197320,2017,31.4894,2,2,1,7,3,4,1
18159,197321,2017,28.0397,2,4,5,6,1,3,1
18160,197322,2017,20.7305,1,3,4,7,1,3,1
18161,197323,2017,33.0382,2,6,6,6,1,1,1
18162,197324,2017,31.8945,2,7,1,4,2,1,1
18163,197325,2017,22.6797,1,7,3,3,1,1,1
18164,197326,2017,21.3989,1,2,2,6,1,2,1
18165,197327,2017,38.625,2,8,1,1,2,3,1
18166,197328,2017,18.7813,1,2,3,1,1,1,1
18167,197329,2017,17.3633,2,4,1,1,3,3,1
18168,197330,2017,23.2216,1,6,1,7,2,3,1
18169,197331,2017,22.9822,2,8,4,5,7,2,1
18170,197332,2017,21.793,2,8,2,3,1,1,1
18171,197333,2017,17.0351,1,3,4,3,3,2,1
18172,197334,2017,26.4023,2,8,1,7,2,2,1
18173,197335,2017,30.5582,2,8,1,7,7,3,1
18174,197336,2017,20.9913,1,6,1,7,1,3,1
18175,197337,2017,33.0406,2,4,1,4,2,1,1
18176,197338,2017,24.6289,2,4,4,7,1,3,1
18177,197339,2017,16.616,2,1,2,4,1,1,1
18178,197340,2017,16.1616,2,8,6,5,1,4,1
18179,197343,2017,20.783,2,3,2,3,7,3,1
18180,197344,2017,25.9176,2,8,4,5,1,1,1
18181,197346,2017,20.2442,2,5,1,4,2,3,1
18182,197348,2017,18.5467,2,6,4,7,2,4,1
18183,197349,2017,23.5613,1,6,1,3,4,3,1
18184,197350,2017,18.4024,1,8,1,5,2,3,1
18185,197351,2017,30.6267,1,8,4,3,7,3,1
18186,197352,2017,18.4807,1,6,3,1,1,1,1
18187,197353,2017,24.5412,1,2,2,2,1,4,1
18188,197354,2017,19.3045,2,1,4,7,2,2,1
18189,197355,2017,31.4145,1,2,2,6,2,1,1
18190,197356,2017,20.8936,1,6,1,1,2,1,1
18191,197357,2017,18.3287,1,5,2,1,1,1,1
18192,197358,2017,34.3577,1,8,2,7,4,2,1
18193,197359,2017,18.0332,1,8,1,6,1,1,1
18194,197360,2017,22.5039,1,8,1,2,1,1,1
18195,197361,2017,18.8339,1,3,1,3,1,1,1
18196,197362,2017,20.2442,2,7,1,4,1,1,1
18197,197364,2017,23.9239,2,6,3,4,1,4,1
18198,197366,2017,22.8204,2,8,4,7,2,1,1
18199,197367,2017,20.2487,1,2,3,7,2,1,1
18200,197368,2017,19.6319,2,6,4,2,1,1,1
18201,197369,2017,21.6602,2,4,1,3,1,1,1
18202,197370,2017,20.6594,2,8,3,1,1,1,1
18203,197371,2017,20.4863,2,4,5,2,2,1,1
18204,197372,2017,19.805,1,1,1,4,2,1,1
18205,197374,2017,19.4922,2,8,7,7,2,2,1
18206,197375,2017,21.326,2,1,1,7,2,2,1
18207,197377,2017,22.9075,2,8,4,6,1,1,1
18208,197378,2017,23.1822,2,4,4,6,1,3,1
18209,197379,2017,23.5664,1,1,4,5,2,3,1
18210,197380,2017,20.0125,2,2,1,7,1,3,1
18211,197381,2017,25.7157,2,5,2,5,1,3,1
18212,197382,2017,31.0738,1,7,4,1,4,3,1
18213,197383,2017,16.481,2,5,3,5,2,1,1
18214,197384,2017,22.8555,2,3,3,6,2,3,1
18215,197385,2017,31.2489,1,1,5,7,3,3,1
18216,197386,2017,23.003,1,6,3,1,2,1,1
18217,197387,2017,23.9,2,1,1,3,1,3,1
18218,197388,2017,24.5412,1,4,2,7,3,3,1
18219,197389,2017,17.8292,2,6,1,4,1,1,1
18220,197390,2017,23.3386,1,8,3,2,2,3,1
18221,197391,2017,23.3386,2,1,3,3,7,3,1
18222,197393,2017,22.0458,1,6,1,7,2,2,1
18223,197394,2017,21.6978,2,8,7,7,2,2,1
18224,197395,2017,16.6612,2,6,6,1,2,1,1
18225,197396,2017,19.4922,2,5,1,5,1,1,1
18226,197398,2017,20.4618,1,7,2,5,1,1,1
18227,197400,2017,21.4913,2,1,7,7,2,3,1
18228,197402,2017,24.5412,1,5,2,5,7,4,1
18229,197403,2017,20.796,1,5,4,4,1,1,1
18230,197405,2017,21.3407,1,8,5,4,2,1,1
18231,197406,2017,26.1309,1,4,1,6,2,2,1
18232,197407,2017,26.6593,1,5,5,2,1,1,1
18233,197408,2017,26.5062,1,8,1,1,7,3,1
18234,197409,2017,17.737,2,4,3,5,1,4,1
18235,197410,2017,18.2006,2,6,3,3,1,1,1
18236,197411,2017,25.7617,2,8,2,1,1,3,1
18237,197412,2017,23.3386,2,7,3,6,2,4,1
18238,197413,2017,19.6074,2,8,2,2,1,1,1
18239,197414,2017,28.3205,2,4,5,7,1,3,1
18240,197415,2017,21.1903,1,8,5,7,1,1,1
18241,197416,2017,22.6556,2,8,2,4,2,1,1
18242,197417,2017,23.4131,2,2,4,5,1,1,1
18243,197418,2017,23.0352,1,1,3,6,2,4,1
18244,197419,2017,20.1438,1,7,1,7,2,3,1
18245,197420,2017,21.598,1,2,1,6,1,4,1
18246,197421,2017,19.8537,1,6,7,3,2,2,1
18247,197422,2017,26.2089,1,3,5,2,2,3,1
18248,197424,2017,18.127,2,1,1,7,1,2,1
18249,197425,2017,24.3538,1,5,1,7,3,1,1
18250,197428,2017,23.1822,2,7,4,1,1,3,1
18251,197429,2017,19.285,2,8,1,1,2,2,1
18252,197430,2017,20.6121,2,6,6,3,3,2,1
18253,197431,2017,21.6978,2,5,3,1,1,3,1
18254,197432,2017,31.0078,2,5,4,6,2,1,1
18255,197434,2017,30.5343,2,8,1,3,2,4,1
18256,197435,2017,20.0234,2,8,2,1,1,1,1
18257,197436,2017,18.0702,2,6,3,1,2,1,1
18258,197437,2017,25.2,2,8,7,5,2,3,1
18259,197438,2017,22.6556,2,4,4,3,2,1,1
18260,197439,2017,22.8555,1,3,5,7,7,1,1
18261,197440,2017,22.082,2,6,5,1,2,1,1
18262,197441,2017,21.598,2,5,2,4,2,4,1
18263,197442,2017,19.1589,2,4,6,7,2,4,1
18264,197443,2017,17.179,2,8,5,3,2,1,1
18265,197444,2017,20.4863,1,8,7,7,2,4,1
18266,197445,2017,23.003,1,7,2,4,1,1,1
18267,197447,2017,19.1589,1,4,2,6,1,1,1
18268,197448,2017,25.8962,2,1,7,7,1,4,1
18269,197449,2017,29.4494,1,1,2,1,3,3,1
18270,197450,2017,19.9927,1,8,2,6,1,3,1
18271,197451,2017,21.2617,2,3,3,2,2,1,1
18272,197452,2017,19.3125,2,7,2,2,1,4,1
18273,197453,2017,20.3081,2,4,7,1,2,1,1
18274,197455,2017,22.195,2,2,1,5,2,1,1
18275,197456,2017,24.5453,2,5,2,1,4,3,1
18276,197457,2017,40.3391,1,6,1,5,3,3,1
18277,197458,2017,20.5547,1,5,6,7,2,1,1
18278,197459,2017,14.9447,2,8,1,7,1,1,1
18279,197461,2017,34.046,1,2,6,7,2,1,1
18280,197462,2017,18.8803,2,1,1,1,2,1,1
18281,197463,2017,35.6547,1,5,2,4,7,3,1
18282,197464,2017,23.9239,2,2,2,7,4,3,1
18283,197465,2017,22.082,1,8,4,6,2,3,1
18284,197466,2017,22.082,1,1,5,7,4,3,1
18285,197467,2017,19.4922,1,3,3,6,2,3,1
18286,197470,2017,21.1611,1,7,2,1,2,1,1
18287,197471,2017,18.6055,1,6,1,5,2,3,1
18288,197472,2017,22.082,1,3,3,1,2,3,1
18289,197473,2017,28.8866,1,1,7,7,1,2,1
18290,197474,2017,19.285,2,6,4,2,2,1,1
18291,197476,2017,20.7347,2,7,1,4,2,3,1
18292,197479,2017,20.6155,2,3,4,1,2,1,1
18293,197480,2017,21.1446,2,1,5,7,1,2,1
18294,197481,2017,22.6556,1,2,1,5,3,3,1
18295,197482,2017,25.6088,2,5,4,4,2,3,1
18296,197483,2017,22.1484,1,5,2,7,3,3,1
18297,197485,2017,21.1607,1,8,3,4,1,1,1
18298,197486,2017,28.8828,2,5,1,2,1,2,1
18299,197488,2017,22.6338,1,3,2,7,2,3,1
18300,197489,2017,17.1272,1,4,2,5,1,4,1
18301,197490,2017,17.4814,2,7,2,6,3,3,1
18302,197491,2017,21.2617,2,1,2,6,1,4,1
18303,197492,2017,24.9917,2,8,2,1,2,3,1
18304,197494,2017,20.9063,1,8,2,4,1,1,1
18305,197495,2017,22.7069,2,4,2,6,2,1,1
18306,197496,2017,17.7731,2,8,4,1,1,1,1
18307,197497,2017,20.8264,2,1,2,2,1,1,1
18308,197498,2017,25.6774,1,6,3,2,3,3,1
18309,197499,2017,18.5016,2,1,4,7,1,2,1
18310,197502,2017,26.5781,2,1,1,1,2,3,1
18311,197503,2017,18.3287,1,8,2,4,1,1,1
18312,197504,2017,19.6319,2,8,1,5,1,1,1
18313,197505,2017,18.3633,2,8,3,7,2,1,1
18314,197506,2017,19.6337,2,7,2,7,3,3,1
18315,197508,2017,23.003,2,3,2,1,1,3,1
18316,197509,2017,21.1611,2,3,2,7,3,3,1
18317,197510,2017,20.4922,2,4,5,3,1,4,1
18318,197512,2017,15.5527,2,6,5,4,1,1,1
18319,197513,2017,25.6088,2,7,4,5,1,1,1
18320,197514,2017,19.6319,1,8,1,6,1,3,1
18321,197515,2017,23.9792,1,3,1,2,1,1,1
18322,197516,2017,21.598,2,3,2,1,2,1,1
18323,197517,2017,18.2076,1,2,4,6,2,3,1
18324,197518,2017,22.847,2,8,3,4,1,1,1
18325,197519,2017,19.6393,2,5,2,4,2,1,1
18326,197520,2017,21.7107,2,6,5,7,2,1,1
18327,197521,2017,20.8936,1,6,4,4,6,3,1
18328,197522,2017,21.053,1,7,2,3,2,3,1
18329,197523,2017,25.7617,2,8,2,1,1,3,1
18330,197524,2017,25.8255,2,6,1,2,2,3,1
18331,197525,2017,19.3233,1,2,1,7,7,3,1
18332,197528,2017,24.6575,2,4,4,7,2,1,1
18333,197529,2017,23.6004,2,5,1,1,3,3,1
18334,197530,2017,19.3278,1,2,4,6,2,1,1
18335,197532,2017,21.51,1,8,1,2,2,1,1
18336,197533,2017,20.8936,2,8,1,7,1,1,1
18337,197534,2017,19.12,2,5,2,4,7,3,1
18338,197536,2017,20.4268,2,1,4,3,2,1,1
18339,197537,2017,29.0762,2,8,1,7,2,3,1
18340,197538,2017,23.0727,2,8,2,3,1,1,1
18341,197540,2017,23.0352,1,1,5,1,5,3,1
18342,197541,2017,35.3402,2,2,4,6,2,3,1
18343,197542,2017,21.1611,1,6,3,7,2,3,1
18344,197543,2017,19.4922,1,3,6,7,3,3,1
18345,197544,2017,22.082,2,4,4,5,3,3,1
18346,197545,2017,18.3287,2,4,7,2,1,1,1
18347,197546,2017,18.5016,1,1,7,7,7,1,1
18348,197547,2017,20.6155,2,5,2,5,2,3,1
18349,197548,2017,29.4454,1,6,6,7,2,3,1
18350,197549,2017,15.6103,2,6,1,5,1,1,1
18351,197550,2017,19.633,2,1,5,5,2,1,1
18352,197551,2017,23.003,1,3,5,1,2,3,1
18353,197552,2017,35.28,2,1,6,7,3,2,1
18354,197553,2017,19.3045,2,2,1,7,7,3,1
18355,197554,2017,21.5017,2,4,2,7,1,1,1
18356,197555,2017,20.6612,1,8,2,1,2,3,1
18357,197556,2017,22.6593,1,8,3,1,1,3,1
18358,197557,2017,20.0125,1,6,1,7,3,3,1
18359,197558,2017,16.8757,2,5,4,7,1,4,1
18360,197559,2017,21.4414,1,5,1,1,5,3,1
18361,197560,2017,29.4494,1,6,4,1,1,1,1
18362,197561,2017,19.7751,1,4,7,3,1,2,1
18363,197562,2017,24.8264,1,4,1,6,2,1,1
18364,197563,2017,20.8264,2,3,4,2,1,3,1
18365,197564,2017,19.805,1,6,1,4,3,3,1
18366,197566,2017,29.0225,2,4,2,7,3,1,1
18367,197567,2017,18.4024,2,1,4,5,1,1,1
18368,197569,2017,23.3242,2,6,1,7,1,1,1
18369,197570,2017,24.7544,2,8,5,7,1,1,1
18370,197571,2017,20.1438,2,1,7,3,3,2,1
18371,197572,2017,31.7059,1,1,2,1,2,1,1
18372,197573,2017,19.1488,2,1,3,4,1,1,1
18373,197574,2017,25.7617,1,3,7,7,2,2,1
18374,197575,2017,21.8525,1,3,4,2,2,2,1
18375,197577,2017,19.2489,2,8,2,4,1,1,1
18376,197578,2017,21.6832,2,8,2,7,1,4,1
18377,197580,2017,19.9927,2,1,5,7,2,2,1
18378,197581,2017,20.9982,2,4,2,3,1,1,1
18379,197582,2017,26.6826,2,4,1,3,2,1,1
18380,197583,2017,20.3913,2,4,3,5,2,1,1
18381,197585,2017,26.4904,2,3,2,7,2,1,1
18382,197589,2017,15.912,1,3,6,4,4,1,1
18383,197590,2017,23.1648,1,8,6,7,1,3,1
18384,197591,2017,27.9656,1,6,2,7,2,2,1
18385,197592,2017,16.73,2,4,3,4,1,1,1
18386,197593,2017,28.3516,1,7,2,3,3,1,1
18387,197594,2017,20.9982,1,4,4,7,2,1,1
18388,197595,2017,32.4885,1,3,3,1,2,1,1
18389,197596,2017,22.494,1,4,5,1,2,2,1
18390,197598,2017,20.8754,2,8,3,1,1,2,1
18391,197599,2017,17.68,1,4,4,7,3,1,1
18392,197600,2017,18.7716,2,8,2,7,2,1,1
18393,197601,2017,31.6547,2,1,7,4,2,1,1
18394,197602,2017,19.7033,2,4,1,1,1,1,1
18395,197603,2017,25.6914,2,6,6,4,3,1,1
18396,197604,2017,23.9219,1,4,4,4,5,3,1
18397,197605,2017,22.6593,2,4,4,1,1,4,1
18398,197606,2017,22.4986,1,8,2,5,2,3,1
18399,197607,2017,20.0074,2,4,4,7,2,2,1
18400,197608,2017,15.6436,2,4,3,6,2,4,1
18401,197609,2017,22.1797,1,1,2,7,3,1,1
18402,197610,2017,32.1429,1,3,4,6,2,1,1
18403,197611,2017,21.9945,1,5,2,4,1,4,1
18404,197612,2017,43.3921,2,6,2,4,1,4,1
18405,197613,2017,20.2442,2,2,1,6,2,4,1
18406,197614,2017,15.8262,2,6,5,4,2,4,1
18407,197615,2017,18.9609,2,6,3,5,1,1,1
18408,197616,2017,21.2617,2,2,5,4,1,4,1
18409,197617,2017,17.329,2,6,4,6,2,1,1
18410,197618,2017,23.5433,1,5,3,1,3,1,1
18411,197619,2017,18.0618,2,3,4,6,7,3,1
18412,197620,2017,22.1484,2,4,6,4,2,3,1
18413,197621,2017,23.5433,2,8,1,4,2,1,1
18414,197622,2017,21.9723,1,8,1,1,2,1,1
18415,197623,2017,23.0727,2,5,5,1,1,1,1
18416,197624,2017,25.3359,2,3,7,3,2,4,1
18417,197625,2017,23.3242,1,8,4,4,1,1,1
18418,197626,2017,20.1992,2,4,1,2,1,1,1
18419,197627,2017,26.0308,2,4,4,7,1,4,1
18420,197628,2017,31.5391,1,6,1,2,2,3,1
18421,197629,2017,27.9727,1,2,2,7,2,3,1
18422,197630,2017,24.2425,1,3,1,7,2,1,1
18423,197632,2017,23.3029,1,3,2,1,2,1,1
18424,197633,2017,18.5016,2,2,1,7,1,3,1
18425,197634,2017,18.6055,1,1,5,7,1,1,1
18426,197635,2017,28.1682,1,6,3,1,1,1,1
18427,197636,2017,31.7148,2,4,4,3,1,1,1
18428,197637,2017,30.9636,2,1,2,1,1,3,1
18429,197638,2017,21.1446,2,2,1,7,2,4,1
18430,197639,2017,22.4986,1,8,3,2,1,1,1
18431,197640,2017,20.9917,1,1,4,4,3,1,1
18432,197642,2017,23.3242,2,1,1,4,1,4,1
18433,197643,2017,26.5228,2,4,2,7,1,1,1
18434,197644,2017,33.3422,2,1,4,3,2,1,1
18435,197645,2017,21.0665,1,8,2,5,3,4,1
18436,197646,2017,29.6229,1,3,1,7,3,4,1
18437,197647,2017,17.5779,2,4,3,4,2,2,1
18438,197648,2017,17.2664,2,8,1,3,1,1,1
18439,197649,2017,26.3724,2,8,4,4,2,2,1
18440,197650,2017,16.9297,2,8,2,4,1,1,1
18441,197651,2017,19.9927,2,8,4,7,2,2,1
18442,197653,2017,19.8252,1,2,3,6,1,4,1
18443,197656,2017,31.1509,2,8,2,1,1,1,1
18444,197657,2017,24.1065,1,4,1,7,1,4,1
18445,197658,2017,23.9239,2,5,3,1,2,3,1
18446,197660,2017,20.0893,2,1,2,3,1,1,1
18447,197661,2017,19.2391,1,8,3,1,3,1,1
18448,197664,2017,19.4464,1,6,7,1,3,2,1
18449,197666,2017,16.73,1,1,2,1,2,4,1
18450,197667,2017,25.6088,2,3,6,4,3,2,1
18451,197668,2017,35.4375,2,4,4,7,2,3,1
18452,197672,2017,33.9854,2,5,5,1,2,3,1
18453,197673,2017,21.6172,1,1,1,7,3,1,1
18454,197674,2017,19.9408,2,1,5,7,2,2,1
18455,197675,2017,24.1437,1,4,7,5,2,4,1
18456,197676,2017,24.1579,1,1,1,4,2,2,1
18457,197678,2017,16.9333,1,1,2,7,2,1,1
18458,197679,2017,20.9917,2,8,3,2,1,1,1
18459,197680,2017,21.4414,1,1,1,1,2,1,1
18460,197681,2017,26.0044,2,1,6,7,2,2,1
18461,197682,2017,23.5587,2,8,2,1,1,3,1
18462,197683,2017,41.1211,2,1,2,5,2,3,1
18463,197685,2017,23.5547,2,2,2,7,6,4,1
18464,197686,2017,29.8769,1,2,4,3,1,4,1
18465,197688,2017,24.7544,2,4,1,5,1,1,1
18466,197689,2017,20.4048,2,6,3,3,1,1,1
18467,197690,2017,20.0893,1,7,2,2,1,1,1
18468,197691,2017,25.2986,2,7,5,3,2,2,1
18469,197692,2017,19.2555,1,3,5,5,3,2,1
18470,197693,2017,43.5898,2,2,2,5,2,2,1
18471,197694,2017,23.1936,2,1,4,1,3,2,1
18472,197695,2017,17.7538,2,8,3,4,2,1,1
18473,197696,2017,22.3242,2,8,4,3,1,3,1
18474,197697,2017,23.6584,1,7,2,4,1,1,1
18475,197698,2017,32.6618,2,3,5,2,3,2,1
18476,197699,2017,25.0058,1,2,2,4,2,1,1
18477,197700,2017,24.1696,1,4,4,1,2,1,1
18478,197701,2017,21.0859,2,8,4,1,1,1,1
18479,197703,2017,18.3213,1,3,4,7,4,4,1
18480,197706,2017,22.1484,1,1,4,7,2,1,1
18481,197707,2017,29.9908,1,4,4,2,1,3,1
18482,197708,2017,21.6172,2,6,2,4,1,1,1
18483,197709,2017,21.8525,2,6,4,7,1,4,1
18484,197710,2017,24.2425,2,6,6,6,1,1,1
18485,197712,2017,20.9982,2,7,2,4,1,4,1
18486,197714,2017,19.9927,1,7,1,1,3,1,1
18487,197715,2017,22.082,1,1,5,7,3,1,1
18488,197716,2017,26.9899,2,6,1,1,2,1,1
18489,197717,2017,25.3246,1,4,5,7,2,1,1
18490,197718,2017,22.1778,2,1,7,5,3,2,1
18491,197719,2017,20.9785,2,6,5,7,3,1,1
18492,197720,2017,14.7853,2,8,2,2,2,1,1
18493,197721,2017,19.805,2,6,2,7,2,3,1
18494,197722,2017,15.9453,2,8,2,2,1,3,1
18495,197723,2017,22.4512,2,1,7,2,2,2,1
18496,197724,2017,23.6584,1,8,1,1,2,3,1
18497,197725,2017,20.6612,2,8,2,2,2,4,1
18498,197726,2017,16.3913,1,1,4,4,2,3,1
18499,197728,2017,34.7803,2,1,7,7,7,2,1
18500,197729,2017,22.8763,1,8,5,7,2,2,1
18501,197730,2017,26.6817,2,8,2,1,1,1,1
18502,197731,2017,21.7006,1,8,3,3,1,1,1
18503,197732,2017,20.6612,2,3,1,4,2,3,1
18504,197734,2017,23.7337,2,5,2,2,1,3,1
18505,197735,2017,20.4863,1,8,1,4,3,3,1
18506,197736,2017,23.9239,1,7,4,2,3,4,1
18507,197737,2017,22.195,2,7,2,2,2,4,1
18508,197739,2017,26.8057,2,4,1,3,7,3,1
18509,197740,2017,19.7033,2,8,1,1,1,1,1
18510,197741,2017,23.0352,2,8,4,5,2,1,1
18511,197743,2017,26.2111,2,3,5,6,1,3,1
18512,197744,2017,18.8803,1,8,3,5,2,1,1
18513,197745,2017,21.2617,2,3,1,7,3,3,1
18514,197746,2017,21.0859,2,8,4,3,3,3,1
18515,197747,2017,21.9022,1,2,1,5,4,1,1
18516,197748,2017,17.2419,1,1,2,7,4,3,1
18517,197749,2017,28.5675,2,4,3,1,3,3,1
18518,197751,2017,18.4807,2,5,1,6,1,1,1
18519,197752,2017,25.8751,1,3,3,4,1,3,1
18520,197753,2017,21.7486,1,1,6,7,7,3,1
18521,197754,2017,21.1903,1,5,4,6,2,1,1
18522,197755,2017,23.003,2,6,1,1,3,3,1
18523,197756,2017,22.3251,2,5,2,7,2,3,1
18524,197758,2017,22.6338,2,6,7,7,2,3,1
18525,197759,2017,34.5294,1,4,1,4,2,3,1
18526,197760,2017,33.9854,2,1,3,5,3,2,1
18527,197761,2017,24.2507,2,3,1,5,1,1,1
18528,197763,2017,27.3207,2,3,1,1,2,1,1
18529,197764,2017,19.7669,1,4,6,7,2,4,1
18530,197765,2017,21.1446,2,8,3,1,2,1,1
18531,197767,2017,20.4863,1,7,3,4,2,1,1
18532,197769,2017,22.4298,2,8,2,1,1,3,1
18533,197770,2017,17.1607,2,8,2,3,1,3,1
18534,197771,2017,19.1589,1,7,4,1,2,4,1
18535,197772,2017,27.3176,2,2,3,2,1,1,1
18536,197773,2017,25.6914,2,6,5,6,2,3,1
18537,197775,2017,29.8201,1,8,1,5,3,3,1
18538,197777,2017,21.8573,2,8,2,1,1,2,1
18539,197778,2017,37.3819,2,6,3,6,1,3,1
18540,197779,2017,19.1488,2,6,7,5,3,2,1
18541,197780,2017,21.7128,1,8,5,3,2,1,1
18542,197781,2017,32.3567,2,1,2,4,1,2,1
18543,197782,2017,24.585,1,6,1,1,7,1,1
18544,197783,2017,22.082,2,8,4,2,1,3,1
18545,197784,2017,30.3623,2,5,4,2,2,1,1
18546,197786,2017,24.2425,1,4,3,3,1,1,1
18547,197787,2017,19.9927,2,1,5,1,2,1,1
18548,197788,2017,21.3407,1,1,2,2,2,1,1
18549,197790,2017,19.5496,1,1,5,7,2,2,1
18550,197791,2017,19.9927,2,3,1,2,2,1,1
18551,197792,2017,19.8438,1,4,4,1,4,1,1
18552,197793,2017,19.3233,1,6,2,1,1,3,1
18553,197796,2017,21.2041,2,2,3,7,1,1,1
18554,197797,2017,21.9753,2,1,1,4,1,1,1
18555,197798,2017,23.003,2,5,4,3,2,1,1
18556,197799,2017,17.6679,2,7,3,1,1,1,1
18557,197800,2017,23.6253,1,1,7,1,1,1,1
18558,197802,2017,28.8608,1,3,1,7,5,3,1
18559,197803,2017,24.2931,2,6,5,4,2,2,1
18560,197806,2017,23.6004,2,3,1,1,4,3,1
18561,197808,2017,18.5016,2,1,3,5,2,3,1
18562,197809,2017,16.8231,1,8,3,3,2,1,1
18563,197810,2017,19.12,2,5,2,7,2,3,1
18564,197811,2017,24.2931,2,1,2,2,2,1,1
18565,197812,2017,54.0267,2,4,7,7,4,2,1
18566,197813,2017,22.4986,1,4,2,4,1,4,1
18567,197814,2017,17.5844,2,3,1,3,2,1,1
18568,197815,2017,21.0311,2,8,2,2,1,1,1
18569,197816,2017,31.5016,2,4,7,6,2,2,1
18570,197817,2017,20.4048,2,4,1,1,2,1,1
18571,197818,2017,20.77,1,2,1,6,2,1,1
18572,197819,2017,19.5527,2,5,2,5,1,1,1
18573,197820,2017,16.5878,2,1,1,3,1,1,1
18574,197821,2017,37.8219,1,7,4,1,3,3,1
18575,197824,2017,23.3029,2,3,4,2,2,1,1
18576,197825,2017,33.0406,2,2,2,1,2,3,1
18577,197826,2017,24.8047,2,5,1,7,2,4,1
18578,197827,2017,22.6556,2,5,2,6,1,4,1
18579,197828,2017,21.3407,2,5,3,5,1,1,1
